inference_model,policy,failure_epoch_fraction,failure_std,moved_per_epoch,brier,n
hierarchical_regime_model,no_reconfig,0.8333333333333334,0.3892494720807615,0.0,0.05987143062614279,12
hierarchical_regime_model,risk_aware_exchange,0.2986111111111111,0.14415520769546936,8.895833333333334,0.03516048273686596,12
hierarchical_regime_model,risk_triggered_random_partner,0.6284722222222222,0.2595756622081015,8.958333333333334,0.048238326057968885,12
point_likelihood_ablation,no_reconfig,0.8333333333333334,0.3892494720807615,0.0,0.10829056565188204,12
point_likelihood_ablation,risk_aware_exchange,0.4131944444444444,0.3501705632983353,1.4791666666666667,0.04741640145179474,12
point_likelihood_ablation,risk_triggered_random_partner,0.5659722222222222,0.3396458779237169,2.256944444444444,0.06050133109224845,12
