max_exchange_k,failure_epoch_fraction,failure_std,moved_per_epoch,n
1,0.548611111111111,0.4451738017951122,0.7708333333333334,12
3,0.18402777777777776,0.19740930449622557,2.4930555555555554,12
6,0.16319444444444442,0.07633147521006069,5.465277777777778,12
9,0.13541666666666663,0.09253207197201598,8.791666666666666,12
