policy,any_failure_rate_mean,any_failure_rate_std,overthreshold_shard_epoch_mean,overthreshold_shard_epoch_std,top1_hit_rate_mean,mean_brier_mean,mean_moved_nodes_mean,mean_controller_ms_mean,n
risk_aware_exchange,0.203125,0.2139858185851472,0.0243055555555555,0.0258759150728095,0.75,0.0106539392609426,2.555555555555556,51.26639567187871,24
risk_triggered_random_partner,0.40625,0.2607154083566779,0.0480324074074073,0.0354115025231084,0.8038194444444445,0.0137108257238365,3.5798611111111107,51.577703199658885,24
random_local_exchange,0.7690972222222222,0.2420159790142557,0.1099537037037036,0.0452426395502131,0.921875,0.0203495778671782,3.954861111111111,0.8867063854162262,24
no_reconfig,0.7916666666666666,0.4148511169990534,0.1018518518518518,0.0648435639024183,0.9166666666666666,0.0184751018831078,0.0,6.366462803814304,24
periodic_global_reshuffle,0.8055555555555555,0.1446857887137385,0.1234567901234567,0.0287233928973717,0.9392361111111112,0.0185971552101277,49.5,0.8739968038256052,24
