policy,any_failure_rate_mean,any_failure_rate_std,overthreshold_shard_epoch_mean,overthreshold_shard_epoch_std,top1_hit_rate_mean,mean_brier_mean,mean_moved_nodes_mean,mean_controller_ms_mean,n
no_reconfig,0.7916666666666666,0.4148511169990534,0.10185185185185185,0.0648435639024183,0.9166666666666666,0.018475101883107848,0.0,6.118288958333749,24
periodic_global_reshuffle,0.8055555555555555,0.14468578871373852,0.12345679012345674,0.028723392897371795,0.9392361111111112,0.018597155210127784,49.5,0.8302284722216453,24
random_local_exchange,0.7690972222222222,0.2420159790142557,0.10995370370370366,0.04524263955021313,0.921875,0.020349577867178264,3.954861111111111,0.8251712760414747,24
risk_aware_exchange,0.203125,0.21398581858514726,0.02430555555555551,0.025875915072809532,0.75,0.010653939260942645,2.5555555555555554,53.983021414930654,24
risk_triggered_random_partner,0.40625,0.26071540835667795,0.048032407407407364,0.03541150252310845,0.8038194444444445,0.013710825723836558,3.5798611111111107,54.41806207638793,24
